cohort_id,cohort_name,n_studies,n_papers,study_accessions,paper_ids,index_publication_pmid,countries,first_public_min,n_samples_total,unique_infants_est,unique_infants_outcome,body_sites,controlled_access,confidence,evidence,decision,cluster_id,paper_years,dropped_member_ids_not_in_dossier,unique_infants_est_prev,unique_infants_est_partial,unique_infants_est_source,included_study_accessions,n_included_studies
COH0146,FOUNDATION Study,1,1,PRJNA772730,35071138,35071138,USA,2022-11-02,25,25.0,sentinel_no_evidence,gut,False,0.9,"{""name"": {""source"": ""study.title"", ""quote"": ""The FOUNDATION Study: Hospital Formulation Of B. infantis EVC001"", ""in_dossier"": true}, ""index"": null, ""infants"": null}",confirm,CC0144,2021,,,,subject_resolution:all_members,PRJNA772730,1
COH0147,Lemme-Dumit 2022 USA,1,1,PRJNA776332,35280991,35280991,USA,2021-11-03,61,,sentinel_no_evidence,stool,False,0.9,"{""name"": null, ""index"": {""source"": ""paper.title"", ""quote"": ""Altered Gut Microbiome and Fecal Immune Phenotype in Early Preterm Infants"", ""in_dossier"": true}, ""infants"": null}",confirm,CC0145,2022,,,,cohorts_v3:unresolved,PRJNA776332,1
COH0148,Ryan 2025 Australia,1,1,PRJNA807448,40175554,40175554,Australia,2025-01-21,459,277.0,predicted,stool,False,0.95,"{""name"": null, ""index"": {""source"": ""paper.title"", ""quote"": ""Bifidobacteria support optimal infant vaccine responses"", ""in_dossier"": true}, ""infants"": {""source"": ""paper.abstract"", ""quote"": ""followed 191 healthy, vaginally born, term infants"", ""in_dossier"": true}}",confirm,CC0147,2025,,191.0,,subject_resolution:all_members,PRJNA807448,1
COH0149,EDIA,1,1,PRJNA821542,39551356,39551356,Finland,2022-12-06,918,,sentinel_no_evidence,gut,False,0.85,"{""name"": {""source"": ""study.title"", ""quote"": ""mothers and their infants in the EDIA study"", ""in_dossier"": true}, ""index"": {""source"": ""paper.title"", ""quote"": ""EDIA longitudinal infant cohort"", ""in_dossier"": true}, ""infants"": null}",confirm,CC0148,2025,,,,cohorts_v3:unresolved,PRJNA821542,1
COH0150,Ligezka 2026 USA-Minnesota,1,1,PRJNA821920,41782637,41782637,USA,2022-04-09,37,,sentinel_no_evidence,stool,False,0.85,"{""name"": null, ""index"": {""source"": ""paper.title"", ""quote"": ""Microbiome and Vocalization Biomarkers of Infant Distress Maternal Depression"", ""in_dossier"": true}, ""infants"": null}",confirm,CC0149,2026,,,,cohorts_v3:unresolved,PRJNA821920,1
COH0151,CAGED,1,1,PRJNA843963,41185061,41185061,Ethiopia,2025-01-24,177,,sentinel_no_evidence,gut,False,0.7,"{""name"": {""source"": ""study.title"", ""quote"": ""CAGED: CAMPYLOBACTER GENOMICS AND ENVIRONMENTAL ENTERIC DYSFUNCTION"", ""in_dossier"": true}, ""index"": {""source"": ""paper.title"", ""quote"": ""longitudinal cohort of infants, family members and livestock"", ""in_dossier"": true}, ""infants"": null}",confirm,CC0150,2025,,,,cohorts_v3:unresolved,PRJNA843963,1
COH0152,CHOICE,1,1,PRJNA845806,35966074,35966074,USA,2022-07-26,131,131.0,sentinel_no_evidence,gut,False,0.85,"{""name"": {""source"": ""study.title"", ""quote"": ""Metabolic Consequences to Mother and Offspring (CHOICE)"", ""in_dossier"": true}, ""index"": {""source"": ""paper.title"", ""quote"": ""increases bifidobacteria and alters early life acquisition of the infant microbiome"", ""in_dossier"": true}, ""infants"": null}",confirm,CC0151,2022,,,,subject_resolution:all_members,PRJNA845806,1
COH0153,Cannon 2022 Nicaragua,1,1,PRJNA853174,35891376,35891376,Nicaragua,2022-06-30,22,22.0,sentinel_no_evidence,stool,False,0.9,"{""name"": {""source"": ""paper.title"", ""quote"": ""Longitudinal Birth Cohort in Leon, Nicaragua"", ""in_dossier"": true}, ""index"": {""source"": ""paper.title"", ""quote"": ""Longitudinal Birth Cohort in Leon, Nicaragua"", ""in_dossier"": true}, ""infants"": null}",confirm,CC0152,2022,,,,subject_resolution:all_members,PRJNA853174,1
COH0154,Xi 2022 China,1,1,PRJNA858926,36687649,36687649,China,2022-12-17,100,50.0,sentinel_no_evidence,stool|breast milk,False,0.85,"{""name"": null, ""index"": {""source"": ""paper.abstract"", ""quote"": ""explore the correlation between maternal diet, breast milk fatty acids"", ""in_dossier"": true}, ""infants"": null}",confirm,CC0153,2022,,100.0,,subject_resolution:all_members,PRJNA858926,1
COH0155,Li 2023 China,1,1,PRJNA869587,36973710,36973710,China,2022-08-26,2,2.0,sentinel_no_evidence,stool,False,0.7,"{""name"": null, ""index"": {""source"": ""paper.title"", ""quote"": ""Comparison of gut viral communities in children under 5 years old and"", ""in_dossier"": true}, ""infants"": null}",confirm,CC0154,2023,,,,subject_resolution:all_members,PRJNA869587,1
COH0156,Lynch 2023 USA,1,1,PRJNA870588,36843227,36843227,USA,2023-01-02,114,,sentinel_no_evidence,stool,False,0.85,"{""name"": null, ""index"": {""source"": ""paper.title"", ""quote"": ""Cholestasis impairs gut microbiota development and bile salt hydrolase activity"", ""in_dossier"": true}, ""infants"": null}",confirm,CC0155,2023,,,,cohorts_v3:unresolved,PRJNA870588,1
COH0157,Mukhopadhyay 2022 USA,1,1,PRJNA872399,36474348,36474348,USA,2022-12-06,361,34.0,sentinel_no_evidence,stool,False,0.9,"{""name"": null, ""index"": {""source"": ""paper.title"", ""quote"": ""Preterm infants at low risk for early-onset sepsis differ"", ""in_dossier"": true}, ""infants"": null}",confirm,CC0156,2022,,,,subject_resolution:all_members,PRJNA872399,1
COH0158,Nhu 2024 Australia,1,1,PRJNA893826,38622998,38622998,Australia,2022-10-27,1,1.0,sentinel_no_evidence,blood/CSF or clinical isolate,False,0.4,"{""name"": null, ""index"": {""source"": ""paper.title"", ""quote"": ""High-risk Escherichia coli clones that cause neonatal meningitis"", ""in_dossier"": false}, ""infants"": null}",confirm,CC0157,2024,,1.0,,cohorts_v3:unresolved,PRJNA893826,1
COH0159,Mills 2023 Nicaragua,1,1,PRJNA894152,37715296,37715296,Nicaragua,2022-10-26,57,57.0,sentinel_no_evidence,stool,False,0.85,"{""name"": {""source"": ""paper.title"", ""quote"": ""gut microbiome and resistome in young children from rural Nicaragua"", ""in_dossier"": true}, ""index"": {""source"": ""paper.title"", ""quote"": ""Household environment and animal fecal contamination are critical modifiers"", ""in_dossier"": true}, ""infants"": null}",confirm,CC0158,2023,,,,subject_resolution:all_members,PRJNA894152,1
COH0160,PINGU,1,1,PRJNA898628,37187112,37187112,Norway,2023-06-05,220,172.0,sentinel_no_evidence,gut,False,0.85,"{""name"": {""source"": ""study.title"", ""quote"": ""PINGU Fecal samples Metagenome"", ""in_dossier"": true}, ""index"": {""source"": ""paper.title"", ""quote"": ""Development of early life gut resistome and mobilome"", ""in_dossier"": true}, ""infants"": null}",confirm,CC0159,2023,,,,subject_resolution:all_members,PRJNA898628,1
COH0161,Warner 2023,1,1,PRJNA911205,37726348,37726348,missing,2023-02-27,183,,sentinel_no_evidence,gut,False,0.85,"{""name"": null, ""index"": {""source"": ""paper.title"", ""quote"": ""distinct mother and infant gut microbiome variations"", ""in_dossier"": true}, ""infants"": null}",confirm,CC0160,2023,,,,cohorts_v3:unresolved,PRJNA911205,1
COH0162,STORK,1,1,PRJNA916952,36758519,36758519,USA,2023-01-03,1144,,sentinel_no_evidence,stool,False,0.8,"{""name"": {""source"": ""study.title"", ""quote"": ""Stanford's Outcomes Research in Kids (STORK) Virome"", ""in_dossier"": true}, ""index"": {""source"": ""paper.title"", ""quote"": ""Longitudinal comparison of the developing gut virome in infants and their mothers"", ""in_dossier"": true}, ""infants"": null}",confirm,CC0161,2023,,,,cohorts_v3:unresolved,PRJNA916952,1
COH0163,HOLA,1,1,PRJNA938144,37754563,37754563,,2023-02-27,63,63.0,sentinel_no_evidence,gut,False,0.8,"{""name"": {""source"": ""study.title"", ""quote"": ""HOLA gut microbiome"", ""in_dossier"": true}, ""index"": {""source"": ""paper.abstract"", ""quote"": ""established a birth cohort study named Hurrican"", ""in_dossier"": true}, ""infants"": null}",confirm,CC0162,2023,,63.0,,subject_resolution:all_members,PRJNA938144,1
COH0164,Heston 2023 Singapore,1,1,PRJNA947616,37974294,37974294,Singapore,2023-07-01,606,76.0,sentinel_no_evidence,stool,False,0.9,"{""name"": null, ""index"": {""source"": ""paper.title"", ""quote"": ""Strain-resolved metagenomic analysis of the gut as a reservoir"", ""in_dossier"": true}, ""infants"": null}",confirm,CC0163,2023,,,,subject_resolution:all_members,PRJNA947616,1
COH0165,Kazakova 2023 Spain,1,1,PRJNA949443,37175775,37175775,Spain,2023-03-30,49,,sentinel_no_evidence,meconium|stool,False,0.85,"{""name"": null, ""index"": {""source"": ""paper.title"", ""quote"": ""Meconium and Milk-FED Infant Stool Samples"", ""in_dossier"": true}, ""infants"": null}",confirm,CC0164,2023,,,,cohorts_v3:unresolved,PRJNA949443,1
COH0166,Kozhakhmetov 2023 Kazakhstan,1,1,PRJNA949528,37308527,37308527,Kazakhstan,2023-04-01,183,183.0,sentinel_no_evidence,gut,False,0.8,"{""name"": null, ""index"": {""source"": ""paper.title"", ""quote"": ""Compositional and functional variability of the gut microbiome in children"", ""in_dossier"": true}, ""infants"": null}",confirm,CC0165,2023,,183.0,,cohorts_v3:unresolved,PRJNA949528,1
COH0167,Verster 2025 USA,1,1,PRJNA955235,39945545,39945545,USA,2023-06-22,190,190.0,sentinel_no_evidence,stool,False,0.75,"{""name"": null, ""index"": null, ""infants"": null}",confirm,CC0166,2025,,,,subject_resolution:all_members,PRJNA955235,1
COH0168,Resismet,1,1,PRJNA971895,38310316,38310316,Ireland,2023-06-05,209,45.0,predicted,gut,False,0.9,"{""name"": {""source"": ""study.title"", ""quote"": ""Resismet"", ""in_dossier"": true}, ""index"": {""source"": ""paper.title"", ""quote"": ""persistent amplification of the gut resistome"", ""in_dossier"": true}, ""infants"": {""source"": ""paper.abstract"", ""quote"": ""Two hundred and eight samples from 45 infants collected from"", ""in_dossier"": true}}",confirm,CC0168,2024,,45.0,,cohorts_v3:unresolved,PRJNA971895,1
COH0169,Seong 2025 South Korea AD infant cohort,2,1,PRJNA979436|PRJEB45443,40442154,40442154,South Korea,2021-11-10,351,60.0,predicted,gut,False,0.85,"{""name"": null, ""index"": {""source"": ""paper.abstract"", ""quote"": ""gut microbiome-host interactions in 31 infants with AD"", ""in_dossier"": true}, ""infants"": {""source"": ""paper.abstract"", ""quote"": ""31 infants with AD and 29 healthy controls"", ""in_dossier"": true}}",confirm,CC0169,2025,,60.0,13.0,cohorts_v3:subject_resolution:1/2_members,PRJNA979436|PRJEB45443,2
COH0170,Xiong 2025,1,1,PRJNA986854,40467587,40467587,missing,2025-05-01,65,146.0,predicted,stool,False,0.9,"{""name"": {""source"": ""paper.title"", ""quote"": ""Prenatal exposure to trace elements impacts mother-infant gut microbiome"", ""in_dossier"": true}, ""index"": {""source"": ""paper.title"", ""quote"": ""Prenatal exposure to trace elements impacts mother-infant gut microbiome"", ""in_dossier"": true}, ""infants"": {""source"": ""paper.abstract"", ""quote"": ""recruit 146 mother-infant pairs and collect stool samples"", ""in_dossier"": true}}",confirm,CC0170,2025,,146.0,,cohorts_v3:unresolved,PRJNA986854,1
COH0171,Barker-Tejeda 2024 Spain,1,1,PRJNA991269,38589361,38589361,Spain,2024-03-24,128,128.0,sentinel_no_evidence,stool,False,0.85,"{""name"": null, ""index"": {""source"": ""paper.title"", ""quote"": ""infant gut microbiome and their maternal lineage"", ""in_dossier"": true}, ""infants"": null}",confirm,CC0171,2024,,,,subject_resolution:all_members,PRJNA991269,1
COH0172,Ennis 2024 Israel,1,1,PRJNA994433,38291346,38291346,Israel,2023-07-17,80,,sentinel_no_evidence,gut,False,0.85,"{""name"": null, ""index"": {""source"": ""paper.title"", ""quote"": ""reveals late colonization in the infant gut"", ""in_dossier"": true}, ""infants"": null}",confirm,CC0172,2024,,,,cohorts_v3:unresolved,PRJNA994433,1
COH0191,Beck preterm probiotics UK cohort,1,2,PRJEB49383,39183307|36163498,36163498,United Kingdom,2022-10-01,2351,,not_assessed_singleton,,False,0.8,"{""name"": {""source"": ""paper.title"", ""quote"": ""Impact of probiotics on gut microbiome of extremely preterm or extremely low""}}",confirm,CA004,2025|2022,,,,cohorts_v3:unresolved,PRJEB49383,1
COH0209,singleton study PRJNA521878,1,0,PRJNA521878,,,USA,2020-03-02,64,29.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Gut metagenome of infants in the neonatal intensive care unit""}}",singleton_deterministic,CC0014,,,,,subject_resolution:all_members,PRJNA521878,1
COH0232,singleton study PRJEB46788,1,0,PRJEB46788,,,,2022-09-16,2750,992.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Codiversification of gut microbiota with humans""}}",singleton_deterministic,CC0034,,,,,subject_resolution:all_members,PRJEB46788,1
COH0241,singleton study PRJNA231909,1,0,PRJNA231909,,,missing,2015-03-16,124,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""A prospective, longitudinal analysis of the developing gut microbiome in infants en""}}",singleton_deterministic,CC0104,,,,,cohorts_v3:unresolved,PRJNA231909,1
COH0243,singleton study PRJNA301903,1,0,PRJNA301903,,,USA,2016-05-05,403,84.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Metagenomic sequencing of preterm infant gut microbiota raw sequence reads""}}",singleton_deterministic,CC0107,,,,,subject_resolution:all_members,PRJNA301903,1
COH0245,singleton study PRJNA524703,1,0,PRJNA524703,,,USA,2020-01-06,249,204.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Human infant gut virome""}}",singleton_deterministic,CC0121,,,,,subject_resolution:all_members,PRJNA524703,1
COH0247,singleton study PRJNA782810,1,0,PRJNA782810,,,missing,2022-10-27,264,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Exploring the species-level infant gut bacterial biodiversity through a meta-analysis and the""}}",singleton_deterministic,CC0146,,,,,cohorts_v3:unresolved,PRJNA782810,1
COH0268,singleton study PRJDA72415,1,0,PRJDA72415,,,,2012-10-22,80,34.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Comprehensive Detection of Possible Pathogens Associated with Kawasaki Disease""}}",singleton_deterministic,CC0196,,,,,subject_resolution:all_members,PRJDA72415,1
COH0270,singleton study PRJDB33192,1,0,PRJDB33192,,,missing,2025-09-28,51,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Infands gut virome (PRJCA031650)""}}",singleton_deterministic,CC0198,,,,,cohorts_v3:unresolved,PRJDB33192,1
COH0272,singleton study PRJDB4525,1,0,PRJDB4525,,,Indonesia|Japan|South Korea|Thailand,2021-12-03,36,36.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Shotgun metagenomics of fecal bacterial consortium inhabiting healthy Asian children""}}",singleton_deterministic,CC0200,,,,,subject_resolution:all_members,PRJDB4525,1
COH0274,singleton study PRJEB101714,1,0,PRJEB101714,,,France,2026-03-12,100,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""strepB17""}}",singleton_deterministic,CC0202,,,,,cohorts_v3:unresolved,PRJEB101714,1
COH0275,singleton study PRJEB101960,1,0,PRJEB101960,,,Latvia,2025-12-01,107,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Gut microbiome of toddlers up to 36 months of age""}}",singleton_deterministic,CC0203,,,,,cohorts_v3:unresolved,PRJEB101960,1
COH0276,singleton study PRJEB102170,1,0,PRJEB102170,,,Latvia,2025-12-01,71,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Gut microbiome of toddlers up to 12 months of age""}}",singleton_deterministic,CC0204,,,,,cohorts_v3:unresolved,PRJEB102170,1
COH0277,singleton study PRJEB102491,1,0,PRJEB102491,,,Sweden,2025-11-10,176,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Shotgun sequencing of 91 infants from the ALADDIN birth cohort""}}",singleton_deterministic,CC0205,,,,,cohorts_v3:unresolved,PRJEB102491,1
COH0279,singleton study PRJEB108612,1,0,PRJEB108612,,,Hong Kong,2026-02-22,5328,969.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""MOMmy-Microbiome_Epigenome_Neurodevelopment""}}",singleton_deterministic,CC0207,,,,,subject_resolution:all_members,PRJEB108612,1
COH0280,singleton study PRJEB108678,1,0,PRJEB108678,,,USA;USA,2026-02-24,572,80.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""MPRINT: mother-infant dyads and antibiotic exposure""}}",singleton_deterministic,CC0208,,,,,subject_resolution:all_members,PRJEB108678,1
COH0281,singleton study PRJEB10914,1,0,PRJEB10914,,,GAZ,2016-01-04,1016,114.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Developmental Ecology of the Human Microbiome - Restoration Study of babies.""}}",singleton_deterministic,CC0209,,,,,subject_resolution:all_members,PRJEB10914,1
COH0282,singleton study PRJEB110410,1,0,PRJEB110410,,,Belgium,2026-04-24,156,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""The impact of dietary fibres on gut microbiome of young children: insights""}}",singleton_deterministic,CC0210,,,,,cohorts_v3:unresolved,PRJEB110410,1
COH0283,singleton study PRJEB111647,1,0,PRJEB111647,,,Sweden,2026-04-17,1441,222.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Restoration of Microbiota in Newborns""}}",singleton_deterministic,CC0211,,,,,subject_resolution:all_members,PRJEB111647,1
COH0284,singleton study PRJEB112735,1,0,PRJEB112735,,,Denmark,2026-05-13,932,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Investigating infant gut microbial composition (1 month and 10 years)""}}",singleton_deterministic,CC0212,,,,,cohorts_v3:unresolved,PRJEB112735,1
COH0285,singleton study PRJEB11419,1,0,PRJEB11419,,,JP,2015-10-15,7024,6684.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""American Gut Project""}}",singleton_deterministic,CC0213,,,,,subject_resolution:all_members,PRJEB11419,1
COH0287,singleton study PRJEB12669,1,0,PRJEB12669,,,China,2016-06-12,19,19.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Gut microbiota of 10 pairs of Chinese infant twins""}}",singleton_deterministic,CC0215,,,,,subject_resolution:all_members,PRJEB12669,1
COH0288,singleton study PRJEB14801,1,0,PRJEB14801,,,GAZ,2016-07-14,655,142.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Puerto Rico and Plantanal""}}",singleton_deterministic,CC0216,,,,,subject_resolution:all_members,PRJEB14801,1
COH0289,singleton study PRJEB14935,1,0,PRJEB14935,,,United Kingdom,2017-09-20,3,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Term and preterm shotgun samples""}}",singleton_deterministic,CC0217,,,,,cohorts_v3:unresolved,PRJEB14935,1
COH0290,singleton study PRJEB14941,1,0,PRJEB14941,,,GAZ,2016-07-29,1118,58.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""The microbiota at multiple body sites during pregnancy in a rural Tanzanian""}}",singleton_deterministic,CC0218,,,,,subject_resolution:all_members,PRJEB14941,1
COH0292,singleton study PRJEB22032,1,0,PRJEB22032,,,,2022-08-16,42,42.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Characterization_of_healthy_adult_and_infant_gut_microbiota_in_Vietnamese_People""}}",singleton_deterministic,CC0220,,,,,subject_resolution:all_members,PRJEB22032,1
COH0293,singleton study PRJEB24006,1,0,PRJEB24006,,,USA,2019-03-18,25,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Neonatal gut-microbiome-derived 12,13 DiHOME impedes tolerance and predicts childhood atopy and asthma""}}",singleton_deterministic,CC0221,,,,,cohorts_v3:unresolved,PRJEB24006,1
COH0294,singleton study PRJEB24771,1,0,PRJEB24771,,,Malawi,2018-03-07,1392,268.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Legumes and Growth Data""}}",singleton_deterministic,CC0222,,,,,subject_resolution:all_members,PRJEB24771,1
COH0297,singleton study PRJEB32135,1,0,PRJEB32135,,,Canada,2019-06-11,156,96.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""The Canadian Healthy Infant Longitudinal Development (CHILD) study is a multicenter longitudinal,""}}",singleton_deterministic,CC0225,,,,,subject_resolution:all_members,PRJEB32135,1
COH0298,singleton study PRJEB33847,1,0,PRJEB33847,,,USA,2019-08-05,8,5.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Optimizing sequencing protocols for leaderboard metagenomics by combining long and short reads""}}",singleton_deterministic,CC0226,,,,,subject_resolution:all_members,PRJEB33847,1
COH0299,singleton study PRJEB41102,1,0,PRJEB41102,,,Germany,2020-11-04,286,160.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Analysis of human fecal metagenomes from adults and infants, to investigate strain""}}",singleton_deterministic,CC0227,,,,,subject_resolution:all_members,PRJEB41102,1
COH0300,singleton study PRJEB42045,1,0,PRJEB42045,,,,2024-10-10,16,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Study of infant stool samples in the first year of life.""}}",singleton_deterministic,CC0228,,,,,cohorts_v3:unresolved,PRJEB42045,1
COH0301,singleton study PRJEB42363,1,0,PRJEB42363,,,,2021-04-01,181,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Impact of azithromycin mass drug administration on the antibiotic resistant gut microbiome:""}}",singleton_deterministic,CC0229,,,,,cohorts_v3:unresolved,PRJEB42363,1
COH0302,Dalhousie pediatric leukemia/lymphoma gut microbiome cohort,4,3,PRJEB46214|PRJEB29237|PRJEB41463|PRJEB59728,30838178|35967843|36909730,30838178,Canada,2018-10-18,127,,not_assessed_singleton,,False,0.8,"{""name"": {""source"": ""study.title"", ""quote"": ""Gut bacterial gene changes following pegaspargase treatment in pediatric patients with Acute""}}",confirm,CA002,2019|2022|2023,,,,cohorts_v3:unresolved,PRJEB46214|PRJEB59728,2
COH0303,singleton study PRJEB50568,1,0,PRJEB50568,,,Ecuador,2022-02-08,119,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Pediatric gut resistome""}}",singleton_deterministic,CC0231,,,,,cohorts_v3:unresolved,PRJEB50568,1
COH0306,singleton study PRJEB52938,1,0,PRJEB52938,,,Germany,2022-06-22,614,235.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Longitudinal stool metagenomics from preterm infants within the first month after birth""}}",singleton_deterministic,CC0234,,,,,subject_resolution:all_members,PRJEB52938,1
COH0307,singleton study PRJEB53954,1,0,PRJEB53954,,,Canada,2022-07-14,67,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Pediatric Leukemia and Lymphoma patient stool microbiome""}}",singleton_deterministic,CC0235,,,,,cohorts_v3:unresolved,PRJEB53954,1
COH0308,singleton study PRJEB57911,1,0,PRJEB57911,,,China,2024-11-30,58,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Infant metagemone data""}}",singleton_deterministic,CC0236,,,,,cohorts_v3:unresolved,PRJEB57911,1
COH0309,singleton study PRJEB63183,1,0,PRJEB63183,,,USA,2023-06-22,170,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Interactions Between Bifidobacterium and Bacteroides and Human Milk Oligosaccharides and Their Associations""}}",singleton_deterministic,CC0237,,,,,cohorts_v3:unresolved,PRJEB63183,1
COH0310,singleton study PRJEB6456,1,0,PRJEB6456,,,Denmark,2015-06-01,400,356.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Dynamics and Stabilization of the Human Gut Microbiome during the First Year""}}",singleton_deterministic,CC0238,,,,,subject_resolution:all_members,PRJEB6456,1
COH0311,singleton study PRJEB74747,1,0,PRJEB74747,,,Denmark,2024-04-26,59,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Dynamics of early-life bacteriophage-bacteria interactions in very preterm infants and their implications""}}",singleton_deterministic,CC0239,,,,,cohorts_v3:unresolved,PRJEB74747,1
COH0312,singleton study PRJEB77202,1,0,PRJEB77202,,,Ireland,2025-01-02,538,174.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Cork Nutrition Cohort""}}",singleton_deterministic,CC0240,,,,,subject_resolution:all_members,PRJEB77202,1
COH0313,singleton study PRJEB77729,1,0,PRJEB77729,,,Austria,2024-10-24,89,21.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""First-Year Dynamics of the Microbiome in Infants\u2019 Oral and Gastrointestinal Systems""}}",singleton_deterministic,CC0241,,,,,subject_resolution:all_members,PRJEB77729,1
COH0314,singleton study PRJEB83236,1,0,PRJEB83236,,,Bangladesh;Bangladesh,2025-08-12,770,55.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""SEPSIS Human Microbiome Study""}}",singleton_deterministic,CC0242,,,,,subject_resolution:all_members,PRJEB83236,1
COH0315,singleton study PRJEB83552,1,0,PRJEB83552,,,Bangladesh;Bangladesh,2025-12-12,1674,299.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""SEPSIS Lactobacillus plantarum ATCC 202195 Microbiome Study""}}",singleton_deterministic,CC0243,,,,,subject_resolution:all_members,PRJEB83552,1
COH0316,singleton study PRJEB84376,1,0,PRJEB84376,,,Finland,2025-02-07,1368,56.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Impact of phage enrichment on the observed infant gut virome""}}",singleton_deterministic,CC0244,,,,,subject_resolution:all_members,PRJEB84376,1
COH0317,singleton study PRJEB90577,1,0,PRJEB90577,,,South Africa|Uganda|Zambia|Zimbabwe,2026-01-12,631,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""PediCAP metagenomics and metaserotyping""}}",singleton_deterministic,CC0245,,,,,cohorts_v3:unresolved,PRJEB90577,1
COH0318,singleton study PRJEB9150,1,0,PRJEB9150,,,Bangladesh,2015-04-29,49,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Gut microbial succession follows acute secretory diarrhea in humans""}}",singleton_deterministic,CC0246,,,,,cohorts_v3:unresolved,PRJEB9150,1
COH0319,singleton study PRJEB9403,1,0,PRJEB9403,,,,2018-12-04,1392,1392.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""BAMBI__Baby_Associated_MicroBiota_of_the_Intestine_""}}",singleton_deterministic,CC0247,,,,,subject_resolution:all_members,PRJEB9403,1
COH0321,singleton study PRJEB9818,1,0,PRJEB9818,,,Malawi,2015-09-11,235,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""The gut DNA viromes of Malawian twins discordant for severe acute undernutrition""}}",singleton_deterministic,CC0249,,,,,cohorts_v3:unresolved,PRJEB9818,1
