study_accession,triage_verdict,outcome,confidence,reason_code,evidence,model,decision_stage,note,n_infant_samples_est,body_site_call,slot,validator_ok,validator_msg,study_title,n_samples,n_runs,first_public_min,sig_infant_hit,sig_infant_title,screen_haiku,linked_infant_paper,universe_slice,catalog_status,assessed_downstream,recov_age,recov_antibiotics,recov_delivery,recov_feeding,recov_preterm,recov_probiotic,cohort_id,cohort_name,cohort_crosswalk_names,n_biosample_infant_flagged,n_linked_papers,linked_pmids,median_gbp,median_read_len,paired_share,instrument_model_top,generation_top,timepoint_class,country_top,worklist_rank,expected_field_yield,effort_class,controlled_access,n_biosamples,sample_unit,cov_probiotic_exposure,cov_preterm_status,cov_gestational_age_weeks,cov_delivery_mode,cov_feeding_mode,cov_antibiotic_exposure,cov_age_at_collection_days,cov_birth_weight_grams,cov_country,cov_maternal_antibiotics,cov_hmo_supplementation,cov_nec_status,cov_health_condition,cov_multiple_birth,cov_sibling_in_study,cov_geo_subregion,n_unique_infants_est,max_timepoints,longitudinal,n_mothers,n_infant_scope_samples,ena_url,ncbi_url,n_age_scope_infant,n_adult_flagged,n_age_unknown_mixed_study,n_age_unknown_no_study_estimate,n_infant_evidenced,n_non_infant_role,n_study_all_infant,mixed_age_deposit,n_infant_role_samples,n_infant_samples_with_subject,n_unique_infants_source,n_unique_infants_upper,n_unique_infants_display,n_sample_rows,n_biosamples_shared_with_other_study,sp_n_samples_profiled,sp_frac_samples_profiled,sp_median_bifidobacterium_ra,sp_median_shannon_genus,sp_n_runs_profiled,sp_frac_runs_profiled,sp_coverage_class,sp_frac_runs_flagged,sp_frac_low_complexity_profiled,sp_frac_low_depth_profiled,sp_median_spf,sp_median_known_species_fraction,sp_auditor_attention,sp_auditor_reason,first_author,last_author,n_authors,n_author_papers,organisations,sp_median_scope,sp_n_samples_panel,sp_panel_scope,sp_coverage_note,n_catalog_scope,n_excluded_host_or_isolate,n_body_site_excluded,n_run_units,n_parent_biosamples,shared_biosample_note
PRJNA838575,include,included,0.9266666666666666,,"[{""source"": ""study.title"", ""quote"": ""CHILD Infant Stool Raw sequence reads""}, {""source"": ""study.description"", ""quote"": ""collected at 3 month and 1 year visit""}, {""source"": ""sample.attr.environmental_medium"", ""quote"": ""human-gut""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,,triage_verdict,True,,CHILD Infant Stool Raw sequence reads,2934,2934,2022-12-07,True,False,,True,enumeration_v1,included,True,R2,R3,R3,R2,R3,R3,COH0001,CHILD,CHILD,0,4,37644001;40623174;41980780;42337243,1.6295353750000001,302.0,0.0,NextSeq 500,bench,single_timepoint,Canada,22.0,6.000000000000001,multiple_supp_tables,False,2934,biosample,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,False,0,2934,https://www.ebi.ac.uk/ena/browser/view/PRJNA838575,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA838575,2934,0,0,0,2934,0,0,False,2934,0,no_subject_evidence,2934.0,"unknown (≤ 2934, no subject evidence)",2934,0,2665,0.9083,0.439923,1.5423419303333123,2665,0.9083,partial,0.0,0.0803,0.0,61.05,86.15,False,,Hoskinson C,Turvey SE,34,4,University of British Columbia; CHILD Study,catalog_scope_adequate_depth,2665,catalog_scope_adequate_depth,,2934,0,0,0,0,
PRJNA843963,include,included,0.6333333333333333,,"[{""source"": ""sample.attr.isolation_source"", ""quote"": ""Infant stool""}, {""source"": ""study.description"", ""quote"": ""gut microbiota, and the health status of children""}, {""source"": ""sample.attr.host_scientific_name"", ""quote"": ""Homo sapiens""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,,triage_verdict,True,,CAGED: CAMPYLOBACTER GENOMICS AND ENVIRONMENTAL ENTERIC DYSFUNCTION,177,177,2025-01-24,True,False,,True,enumeration_v1,included,True,R3,R0,R0,R3,R0,R0,COH0151,CAGED,CAGED,0,1,41185061,0.35041648,139.47231557690765,1.0,NextSeq 2000,bench,single_timepoint,Ethiopia,244.0,2.2500000000000004,fulltext_only,False,177,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,39,138,https://www.ebi.ac.uk/ena/browser/view/PRJNA843963,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA843963,0,0,0,138,0,39,0,False,0,0,no_infant_role_samples,,unknown (no infant-role samples),177,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,Mekuria Z,on behalf on the CAGED Research Team,37,5,The Ohio State University,no_profiled_samples,0,no_profiled_samples,,0,0,0,0,0,
PRJNA844516,include,included,0.82,,"[{""source"": ""study.title"", ""quote"": ""Postpartum Mothers and Their Infants""}, {""source"": ""study.description"", ""quote"": ""early postpartum period (within three to six months)""}, {""source"": ""sample.attr.isolation_source"", ""quote"": ""Human stool""}]",claude-opus-5,opus_adjudication,,9.0,,triage_verdict,True,,"Investigation of the Interrelationship among Mental, Physical and Intestinal Microbiota in Postpartum Mothers and Their Infants.",19,19,2023-08-27,True,False,,False,enumeration_v1,included,True,R0,R0,R0,R0,R0,R0,COH0499,singleton study PRJNA844516,,0,0,,15.8248071,75.0,1.0,DNBSEQ-G400,mgi,single_timepoint,Japan,405.0,0.5,abstract_only,False,19,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,19,https://www.ebi.ac.uk/ena/browser/view/PRJNA844516,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA844516,0,0,19,0,0,0,0,True,0,0,no_infant_role_samples,,unknown (no infant-role samples),19,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,,,0,0,Kyoto University,no_profiled_samples,0,no_profiled_samples,,0,0,0,0,0,
PRJNA845806,include,included,0.93,,"[{""source"": ""paper.abstract"", ""quote"": ""Infant stool samples were collected at 2 weeks, 2 months""}, {""source"": ""paper.abstract"", ""quote"": ""shotgun metagenomic analysis of a subset of stool specimens""}, {""source"": ""sample.attr.environmental_medium"", ""quote"": ""MIMS.me.human-gut""}]",claude-opus-5,opus_adjudication,,90.0,,triage_verdict,True,,Trial of Diet in Gestational Diabetes Mellitus: Metabolic Consequences to Mother and Offspring (CHOICE),131,391,2022-07-26,False,True,unsure,True,enumeration_v1,included,True,R2,R3,R3,R3,R3,R3,COH0152,CHOICE,Breast Milk;CHOICE,0,2,35966074;37191543,2.799033,150.0,1.0,Illumina NovaSeq 6000,gen3,longitudinal_2-4,USA: Colorado,117.0,5.2,one_supp_table,False,131,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,False,0,131,https://www.ebi.ac.uk/ena/browser/view/PRJNA845806,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA845806,0,0,131,0,0,0,0,True,0,0,no_infant_role_samples,,unknown (no infant-role samples),131,0,131,1.0,,,366,0.9361,full,0.0,0.0229,0.0,,,False,,Sugino KY,Friedman JE,18,2,"University of Oklahoma, Health Science Center",fallback:no_catalog_scope_samples,0,fallback:no_catalog_scope_samples,,0,0,0,0,0,
PRJNA850838,include,included,0.62,,"[{""source"": ""study.title"", ""quote"": ""Metagenomic analysis of intestinal oligosaccharides in infants""}, {""source"": ""study.description"", ""quote"": ""intestinal microflora of infants""}, {""source"": ""run.library_source"", ""quote"": ""METAGENOMIC""}]",claude-opus-5,opus_adjudication,,12.0,,triage_verdict,True,,Metagenomic analysis of intestinal oligosaccharides in infants,12,12,2022-06-29,True,False,,False,enumeration_v1,included,True,R0,R0,R0,R0,R0,R0,COH0502,singleton study PRJNA850838,,0,0,,7.455093933000001,151.0,1.0,Illumina MiSeq,bench,longitudinal_2-4,,414.0,0.5,abstract_only,False,12,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,False,0,12,https://www.ebi.ac.uk/ena/browser/view/PRJNA850838,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA850838,12,0,0,0,0,0,12,False,12,0,no_subject_evidence,12.0,"unknown (≤ 12, no subject evidence)",12,0,10,0.8333,0.1833685,1.3253337822067426,10,0.8333,partial,0.0,0.3,0.0,99.33500000000001,95.41,False,,,,0,0,Heilongjiang Bayi Agricultural University,catalog_scope_adequate_depth,10,catalog_scope_adequate_depth,,12,0,0,0,0,
PRJNA853174,include,included,0.9333333333333332,,"[{""source"": ""study.title"", ""quote"": ""Infant gut microbiome changes and recovers after norovirus infection""}, {""source"": ""study.description"", ""quote"": ""5 infants participating in a longitudinal birth cohort study""}, {""source"": ""study.description"", ""quote"": ""children < 2 years old""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,22.0,stool/gut,triage_verdict,True,,Infant gut microbiome changes and recovers after norovirus infection,22,22,2022-06-30,True,False,,True,enumeration_v1,included,True,R2,R2,R3,R3,R0,R3,COH0153,Cannon 2022 Nicaragua,,0,2,35891376;38172624,9.168540752,250.65824612788424,1.0,Illumina NovaSeq 6000,gen3,single_timepoint,Nicaragua: Leon,210.0,5.075,one_supp_table,False,22,biosample,0.0,0.0,0.0,1.0,1.0,0.3181818181818182,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,False,0,22,https://www.ebi.ac.uk/ena/browser/view/PRJNA853174,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA853174,22,0,0,0,22,0,0,False,22,22,subject_ids_all_distinct,22.0,≤ 22 (one subject id per sample),22,0,20,0.9091,0.839326,0.5773525984298666,20,0.9091,partial,0.0,0.15,0.0,76.53,94.28999999999999,False,,Cannon JL,Vinjé J,25,2,Centers for Disease Control,catalog_scope_adequate_depth,20,catalog_scope_adequate_depth,,22,0,0,0,0,
PRJNA858926,include,included,0.9,,"[{""source"": ""study.title"", ""quote"": ""Microbiological analysis of breast milk and infant feces""}, {""source"": ""paper.abstract"", ""quote"": ""infants' fecal samples were collected""}, {""source"": ""sample.attr.isolation_source"", ""quote"": ""fecal sample | breast milk""}]",claude-opus-5,opus_adjudication,,56.0,,triage_verdict,True,,Microbiological analysis of breast milk and infant feces,100,100,2022-12-17,True,True,yes,True,enumeration_v1,included,True,R3,R3,R3,R1,R3,R3,COH0154,Xi 2022 China,Breast Milk,0,2,36687649;37771701,32.0161059,50.0,1.0,Complete Genomics,other,single_timepoint,China:cangzhou,139.0,5.1000000000000005,fulltext_only,False,100,biosample,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,False,50,50,https://www.ebi.ac.uk/ena/browser/view/PRJNA858926,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA858926,50,0,0,0,50,50,0,False,50,50,subject_ids_all_distinct,50.0,≤ 50 (one subject id per sample),100,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,Xi M,Zhao A,17,2,Tsinghua University,no_profiled_samples,0,no_profiled_samples,,50,0,0,0,0,
PRJNA862908,include,included,0.8,,"[{""source"": ""paper.fulltext.study_population"", ""quote"": ""ranging between 1.5 and 90 years of age""}, {""source"": ""paper.fulltext.study_population"", ""quote"": ""less than 9 years (n = 16; 26.7%)""}, {""source"": ""sample.attr.environmental_medium"", ""quote"": ""human stool""}]",claude-fable-5-1,session_model_review,"human-review pass (frame b83bd6c7 artifact): Michigan State/MDHHS enteric-infection cohort (PMC10509190, PMC11109446): 151 stool metagenomes from patients during Campylobacter, Salmonella, Shigella or STEC infection and after recovery, plus household controls. The stated age range starts at 1.5 y and 16 of 60 cases are under 9 y, so at least one subject is inside the 0-1,100-day window; per-sample",4.0,stool,triage_verdict,True,,Human gut metagenome during and after enteric infection Metagenome,151,151,2023-08-27,False,False,no,False,enumeration_v1,included,True,R0,R0,R0,R0,R0,R0,COH0505,singleton study PRJNA862908,,0,0,,1.4441145,250.0,1.0,Illumina HiSeq 2500,gen1,single_timepoint,USA: Michigan,348.0,0.5,abstract_only,False,151,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6026490066225165,0.0,0.0,1.0,,,False,0,151,https://www.ebi.ac.uk/ena/browser/view/PRJNA862908,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA862908,0,0,151,0,0,0,0,True,0,0,no_infant_role_samples,,unknown (no infant-role samples),151,0,144,0.9536,,,144,0.9536,partial,0.0,0.0208,0.0,,,False,,,,0,0,Michigan State University,fallback:no_catalog_scope_samples,0,fallback:no_catalog_scope_samples,,0,0,0,0,0,
PRJNA869587,include,included,0.75,,"[{""source"": ""study.description"", ""quote"": ""Fecal specimens were collected from 45 neonates""}, {""source"": ""paper.abstract"", ""quote"": ""fecal samples from newborns and children under 5 years old""}, {""source"": ""run.library_strategy"", ""quote"": ""WGS""}]",claude-opus-5,opus_adjudication,,,,triage_verdict,True,,human viral metagenome Metagenome,9,9,2022-08-26,False,True,,True,enumeration_v1,included,True,R0,R0,R0,R3,R0,R0,COH0155,Li 2023 China,,0,1,36973710,0.126383277,301.0,1.0,Illumina HiSeq 2500,gen1,longitudinal_5+,"China:Zhenjiang,Jiangsu",412.0,1.2,fulltext_only,False,1,run,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,False,0,8,https://www.ebi.ac.uk/ena/browser/view/PRJNA869587,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA869587,0,0,0,9,0,0,0,False,0,0,no_infant_role_samples,,unknown (no infant-role samples),9,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,Li H,Lu H,7,1,Affiliated Hospital of Jiangsu University,no_profiled_samples,0,no_profiled_samples,,0,0,1,8,1,
PRJNA870588,include,included,0.9566666666666667,,"[{""source"": ""study.title"", ""quote"": ""Longitudinal metagenomic of preterm infants""}, {""source"": ""study.description"", ""quote"": ""124 stool samples longitudinally from 24 preterm infants""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,114.0,stool,triage_verdict,True,,Longitudinal metagenomic of preterm infants with cholestasis,114,114,2023-01-02,True,False,yes,True,enumeration_v1,included,True,R2,R3,R3,R3,R3,R3,COH0156,Lynch 2023 USA,,0,1,36843227,5.091854843,151.0,1.0,Illumina NovaSeq 6000,gen3,single_timepoint,USA: Houston,126.0,5.2,one_supp_table,False,114,biosample,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,1.0,False,0,114,https://www.ebi.ac.uk/ena/browser/view/PRJNA870588,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA870588,114,0,0,0,114,0,0,False,114,0,no_subject_evidence,114.0,"unknown (≤ 114, no subject evidence)",114,0,95,0.8333,0.0,0.7029537752915122,95,0.8333,partial,0.0,0.2947,0.0,84.64,97.44,False,,Lynch LE,Preidis GA,8,1,Baylor College of Medicine,catalog_scope_adequate_depth,95,catalog_scope_adequate_depth,,114,0,0,0,0,
PRJNA872399,include,included,0.9499999999999998,,"[{""source"": ""study.title"", ""quote"": ""Preterm infants at low risk for early-onset sepsis""}, {""source"": ""study.description"", ""quote"": ""shotgun metagenomic sequencing of 361 fecal samples obtained serially""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,,triage_verdict,True,,Preterm infants at low risk for early-onset sepsis differ in early fecal microbiome assembly,361,361,2022-12-06,True,False,yes,True,enumeration_v1,included,True,R2,R2,R2,R2,R2,R3,COH0157,Mukhopadhyay 2022 USA,,0,2,36474348;41025564,0.555059749,114.13270191584024,1.0,Illumina HiSeq 2500,gen1,single_timepoint,USA,29.0,7.8,one_supp_table,False,361,biosample,0.0,1.0,1.0,0.9695290858725761,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,12.0,True,0,361,https://www.ebi.ac.uk/ena/browser/view/PRJNA872399,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA872399,275,0,0,0,275,86,0,False,275,275,subject_ids,34.0,34,361,0,290,0.8033,0.0,0.8274301336107652,290,0.8033,partial,0.0,0.3724,0.0069,89.095,92.4,False,,Mukhopadhyay S,Bittinger K,33,2,Children's Hospital of Philadelphia,catalog_scope_adequate_depth,218,catalog_scope_adequate_depth,,275,0,0,0,0,
PRJNA884103,include,included,0.8166666666666668,,"[{""source"": ""study.title"", ""quote"": ""Gut residence of bloodstream infection pathogens in the NICU""}, {""source"": ""study.description"", ""quote"": ""bloodstream infection cases and controls in neonatatal intensive care unit""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,,triage_verdict,True,,Gut residence of bloodstream infection pathogens in the NICU,449,449,2023-06-05,True,False,,False,enumeration_v1,included,True,R3,R3,R0,R3,R3,R0,COH0508,singleton study PRJNA884103,,0,1,42259839,1.226733951,122.89500971794511,1.0,Illumina NovaSeq 6000,gen3,single_timepoint,USA,188.0,3.1250000000000004,fulltext_only,False,449,biosample,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,20.0,True,0,449,https://www.ebi.ac.uk/ena/browser/view/PRJNA884103,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA884103,449,0,0,0,449,0,0,False,449,449,subject_ids,52.0,52,449,0,380,0.8463,0.0,0.8528263238979261,380,0.8463,partial,0.0,0.2263,0.0026,62.99,95.7,False,,Valguarnera E,Wardenburg JB,20,2,Washington University in St. Louis,catalog_scope_adequate_depth,379,catalog_scope_adequate_depth,,449,0,0,0,0,
PRJNA884688,include,included,0.8000000000000002,,"[{""source"": ""study.description"", ""quote"": ""human infant gut microbiota that differ based on source of dietary protein""}, {""source"": ""sample.title"", ""quote"": ""MGS sequence: infant feeding study""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,,triage_verdict,True,,Human gut microbiota and protein source,109,109,2024-05-15,True,True,,False,enumeration_v1,included,True,R3,R3,R3,R1,R3,R3,COH0509,singleton study PRJNA884688,,277,1,36778973,0.412136469,75.29288972875531,0.0,NextSeq 550,bench,single_timepoint,,133.0,5.1000000000000005,fulltext_only,False,109,biosample,0.0,1.0,0.0,0.0,1.0,0.0,0.47706422018348627,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,1.0,False,0,109,https://www.ebi.ac.uk/ena/browser/view/PRJNA884688,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA884688,109,0,0,0,109,0,0,False,109,109,subject_ids,61.0,61,109,0,100,0.9174,0.250875,1.9075354498925488,100,0.9174,partial,0.0,0.01,0.0,94.195,80.63,False,,Tang M,Krebs NF,10,1,University of Colorado School of Medicine,catalog_scope_adequate_depth,100,catalog_scope_adequate_depth,,109,0,0,0,0,
PRJNA889771,include,included,0.94,,"[{""source"": ""study.title"", ""quote"": ""microbiota of premature infant mouth, skin, and gut""}, {""source"": ""sample.attr.isolation_source"", ""quote"": ""Gut sample from infant #7 DOL 17""}, {""source"": ""study.description"", ""quote"": ""premature infants during the first two months of life""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,140.0,,triage_verdict,True,,"Raw reads of the microbiota of premature infant mouth, skin, and gut",140,140,2022-10-15,True,True,yes,False,enumeration_v1,included,True,R1,R0,R0,R0,R0,R0,COH0510,singleton study PRJNA889771,,140,0,,1.4057175205,74.48810404311615,1.0,Illumina NovaSeq 6000,gen3,longitudinal_2-4,"USA: Pittsburgh, Magee-Womens Hospital of UPMC",212.0,3.1999999999999997,archive_attributes_only,False,140,biosample,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,6.0,True,0,46,https://www.ebi.ac.uk/ena/browser/view/PRJNA889771,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA889771,140,0,0,0,140,0,0,False,140,72,subject_ids_partial,76.0,8–76 (subject ids on 72/140 samples),140,0,114,0.8143,0.0,0.8675341645710072,114,0.8143,partial,0.0,0.193,0.0,93.17,97.51,False,,,,0,0,Jill Banfield's Lab at Berkeley,catalog_scope_adequate_depth,39,catalog_scope_adequate_depth,,46,0,94,0,0,
PRJNA893826,include,included,0.85,,"[{""source"": ""paper.fulltext.patient2"", ""quote"": ""Patient 2 (0-8 weeks of age) presented to the emergency department""}, {""source"": ""paper.fulltext.results"", ""quote"": ""examined available stored fecal samples from patient 2""}, {""source"": ""sample.attr.isolation_source"", ""quote"": ""feces""}]",claude-fable-5-1,session_model_review,"human-review pass (frame b83bd6c7 artifact): University of Queensland long-read diagnostics deposit accompanying the neonatal-meningitis E. coli study (PMC11021048): a single PacBio Sequel II faecal metagenome (13 Gb, 6.7 kb reads) from patient 2, an infant who presented at 0-8 weeks and whose follow-up stools were collected at days 149 and 174 after admission — inside the window either way.",1.0,stool,triage_verdict,True,,Culture-independent long read metagenomic diagnostics for genomic surveillance and infection control of pathogenic bacteria in clinical settings,1,1,2022-10-27,False,False,unsure,True,enumeration_v1,included,True,R3,R2,R0,R0,R3,R0,COH0158,Nhu 2024 Australia,,0,1,38622998,13.094675725,6686.917229285491,0.0,Sequel II,other,single_timepoint,Australia: Queensland,384.0,2.8250000000000006,one_supp_table,False,1,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,False,0,1,https://www.ebi.ac.uk/ena/browser/view/PRJNA893826,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA893826,1,0,0,0,0,0,1,False,1,0,no_subject_evidence,1.0,"unknown (≤ 1, no subject evidence)",1,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,Nhu NTK,Schembri MA,17,1,University of Queensland,no_profiled_samples,0,no_profiled_samples,,1,0,0,0,0,
PRJNA894152,include,included,0.8166666666666668,,"[{""source"": ""study.title"", ""quote"": ""Long read infant/young children fecal""}, {""source"": ""sample.title"", ""quote"": ""Infant fecal household 25""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,30.0,,triage_verdict,True,,Long read infant/young children fecal and environmental samples,57,80,2022-10-26,True,True,,True,enumeration_v1,included,True,R0,R3,R3,R3,R0,R3,COH0159,Mills 2023 Nicaragua,,27,1,37715296,0.0060833350000000005,2491.42918839763,0.0,MinION,other,longitudinal_5+,Nicaragua,261.0,2.4250000000000003,fulltext_only,False,57,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,57,https://www.ebi.ac.uk/ena/browser/view/PRJNA894152,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA894152,0,0,57,0,0,0,0,True,0,0,no_infant_role_samples,,unknown (no infant-role samples),57,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,Mills M,Lee J,6,1,The Ohio State University,no_profiled_samples,0,no_profiled_samples,,0,0,0,0,0,
PRJNA895372,include,included,0.9,,"[{""source"": ""study.title"", ""quote"": ""neurodevelopment in Black infants""}, {""source"": ""study.description"", ""quote"": ""Black infants living in urban, low-income neighborhoods""}, {""source"": ""run.library_strategy"", ""quote"": ""WGS""}]",claude-sonnet-5,sonnet_replicates_n2_agree1.00,universe_growth channel=ena_misfiled_library_source_genomic,,,triage_verdict,True,,Microbiome function and neurodevelopment in Black infants: Vitamin B12 biosynthesis emerges as a key factor,28,28,2022-10-29,True,False,,False,growth_ena_misfiled_library_source_genomic_2026-09-18,included,True,R3,R3,R2,R3,R2,R3,COH2344,singleton study PRJNA895372,,0,1,38303501,4.253624044,148.0,1.0,Illumina NovaSeq 6000,gen3,single_timepoint,USA: Chicago,194.0,5.400000000000001,multiple_supp_tables,False,28,biosample,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,False,0,28,https://www.ebi.ac.uk/ena/browser/view/PRJNA895372,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA895372,28,0,0,0,28,0,0,False,28,0,no_subject_evidence,28.0,"unknown (≤ 28, no subject evidence)",28,0,27,0.9643,0.479401,1.8852185376359774,27,0.9643,partial,0.0,0.0,0.0,77.59,94.29,False,,Oliphant K,Claud EC,9,1,University of Chicago,catalog_scope_adequate_depth,27,catalog_scope_adequate_depth,,28,0,0,0,0,
PRJNA898628,include,included,0.7333333333333334,,"[{""source"": ""study.description"", ""quote"": ""extremely preterm infants""}, {""source"": ""sample.attr.environmental_medium"", ""quote"": ""Feces""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,,triage_verdict,True,,PINGU Fecal samples Metagenome,220,220,2023-06-05,False,False,yes,True,enumeration_v1,included,True,R2,R2,R2,R2,R2,R3,COH0160,PINGU,PINGU,0,2,37187112;40048849,0.754637425,186.53130943811277,1.0,Illumina MiSeq,bench,single_timepoint,Norway,37.0,7.8,multiple_supp_tables,False,220,biosample,0.0,1.0,0.5318181818181819,0.5318181818181819,0.5318181818181819,0.5318181818181819,0.5318181818181819,0.5318181818181819,1.0,0.4772727272727273,0.0,0.0,0.0,0.5318181818181819,0.0,0.0,69.0,4.0,True,0,220,https://www.ebi.ac.uk/ena/browser/view/PRJNA898628,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA898628,220,0,0,0,220,0,0,False,220,117,subject_ids_partial,172.0,69–172 (subject ids on 117/220 samples),220,0,52,0.2364,0.1242305,2.077632068191049,52,0.2364,partial,0.0,0.0192,0.0,94.34,95.32,False,,Bargheet A,Pettersen VK,14,2,The Arctic University of Norway,catalog_scope_adequate_depth,52,catalog_scope_adequate_depth,,220,0,0,0,0,
PRJNA900041,include,included,0.6333333333333333,,"[{""source"": ""study.description"", ""quote"": ""Bifidobacterium species composition in infant's gut at different time points""}, {""source"": ""sample.attr.isolation_source"", ""quote"": ""feces""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,,triage_verdict,True,,ITS Bifidobacteria human Gut,830,830,2022-11-15,False,False,yes,False,enumeration_v1,included,True,R0,R0,R0,R0,R0,R0,COH0512,singleton study PRJNA900041,,0,0,,0.0240059665,170.6981254678352,1.0,Illumina MiSeq,bench,single_timepoint,Netherlands,320.0,0.5,abstract_only,False,830,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,830,https://www.ebi.ac.uk/ena/browser/view/PRJNA900041,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA900041,0,0,0,830,0,0,0,False,0,0,no_infant_role_samples,,unknown (no infant-role samples),830,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,,,0,0,University of Parma,no_profiled_samples,0,no_profiled_samples,,0,0,0,0,0,
